Entity1,Relation,Entity2
105,上映地区,28
2652,语言,89
2861,编剧,1761
3617,类型,5
2944,语言,108
3077,演员,6337
1430,类型,5
3535,类型,7
133,导演,22134
2592,演员,9626
3854,语言,158
275,上映地区,47
2667,导演,968
4220,演员,3694
4461,演员,11661
3026,类型,5
1274,类型,18
1810,演员,8498
2232,演员,16616
2848,演员,3750
3017,编剧,6235
2935,演员,7332
3940,演员,11499
1049,语言,100
869,上映时间,68
2528,演员,10978
88,上映地区,28
1617,演员,20875
3024,编剧,16346
2925,演员,12546
3600,类型,5
3176,演员,12502
390,编剧,18061
3197,上映地区,40
3679,演员,21496
321,演员,8199
24,演员,8535
1633,编剧,5586
1892,上映地区,28
2017,演员,17300
179,导演,10727
2811,演员,9492
4106,演员,22292
1623,语言,100
3518,类型,7
27,演员,12616
1711,语言,124
183,类型,5
4296,类型,16
3367,上映地区,59
3357,演员,19772
706,导演,15462
3224,演员,5148
4549,演员,378
1257,类型,18
1854,演员,20219
4392,类型,16
3168,语言,154
1955,演员,17420
4046,导演,7380
4543,演员,20303
192,演员,1100
581,演员,6465
1193,上映地区,33
4078,演员,17090
4144,演员,22596
1668,上映地区,59
3600,演员,18439
2331,语言,35
859,编剧,19350
993,上映地区,29
2036,演员,20751
519,上映地区,7
284,编剧,16639
3405,类型,7
3583,类型,5
4090,编剧,17047
234,演员,18385
1019,编剧,1941
1639,演员,18402
737,导演,21870
3119,演员,22652
3472,上映地区,59
3501,类型,7
1694,语言,124
3522,演员,12195
3532,演员,19032
1085,演员,2655
2658,演员,17710
3427,上映时间,91
3389,上映地区,30
2897,上映地区,7
388,上映时间,93
2943,编剧,13911
1651,上映地区,59
68,导演,13407
283,演员,1613
778,演员,22521
1986,演员,18351
2571,编剧,19078
1576,类型,17
1747,演员,3471
2676,编剧,3823
3566,类型,5
4032,导演,2601
4542,演员,1738
271,类型,5
2734,导演,8153
3844,演员,17460
1338,语言,144
1826,演员,19895
2610,上映时间,90
2826,演员,17445
3337,演员,6427
288,演员,1844
397,上映时间,93
1677,语言,124
1770,演员,8394
3531,演员,16332
1154,类型,8
140,演员,8418
2613,演员,14602
858,语言,45
916,演员,4542
56,演员,428
2635,演员,10840
55,类型,26
2367,演员,9006
3629,上映地区,45
1046,演员,19434
3568,演员,9250
3554,类型,3
2028,类型,17
4223,演员,22754
1293,演员,18439
3743,上映地区,66
3165,演员,9504
2038,上映地区,40
1814,演员,21984
154,类型,0
4092,演员,2381
584,演员,9388
4476,上映地区,7
3194,编剧,6649
4470,演员,17063
3038,上映地区,45
3097,演员,19193
3724,类型,22
3998,演员,16954
4498,上映地区,7
712,演员,10781
1660,语言,124
3734,上映地区,45
4557,演员,11785
211,演员,19776
2704,编剧,6530
284,演员,12762
1669,演员,10792
1672,类型,7
3210,导演,5557
3064,语言,110
1547,上映地区,45
2283,编剧,17485
3612,上映地区,45
582,编剧,17054
802,类型,19
110,演员,11035
1609,演员,15892
4020,演员,3743
2120,演员,21089
4326,演员,4942
3380,演员,19555
982,演员,3052
630,演员,20965
3297,演员,17641
1279,上映时间,11
4241,语言,45
2096,语言,158
170,语言,158
4383,演员,9852
3432,编剧,15443
3717,上映地区,45
4279,演员,14427
2168,上映时间,86
303,演员,3381
2465,演员,4557
3783,演员,15897
1655,类型,7
2116,类型,17
2023,编剧,21447
2926,演员,15864
1914,演员,20807
4346,语言,45
917,演员,18114
735,演员,14549
2529,导演,12015
3756,上映地区,27
629,演员,14293
3812,类型,22
4025,演员,6397
2004,上映地区,40
2229,类型,7
3922,演员,19082
4178,演员,9823
3731,演员,2678
1493,编剧,18245
3604,上映地区,45
3656,演员,21887
1232,演员,4044
2994,语言,45
1567,演员,10281
2782,演员,14149
3700,上映地区,45
1011,演员,1447
2866,演员,17386
1638,类型,7
1403,编剧,17348
2251,上映时间,91
3767,演员,7643
38,上映时间,94
860,上映时间,90
1950,演员,9907
4521,类型,18
3881,上映时间,78
708,演员,9964
4329,语言,45
2627,演员,5154
1263,演员,10452
2624,演员,16124
3099,语言,45
647,演员,5234
443,编剧,15888
988,编剧,18207
3706,演员,1204
1771,演员,7626
912,语言,45
4119,演员,12136
2977,语言,45
4482,演员,11644
1,演员,14732
81,演员,11030
4417,编剧,14374
2373,演员,8439
102,演员,9106
1878,类型,22
2239,演员,10167
2762,编剧,4983
254,编剧,8786
4273,演员,892
58,演员,4002
333,演员,4631
651,上映时间,76
4,类型,5
587,类型,26
1202,演员,245
391,类型,7
3282,类型,8
4349,演员,6819
409,编剧,12125
3237,语言,1
2756,演员,2794
3537,编剧,2395
4021,类型,2
4472,演员,2157
613,导演,12597
2735,上映地区,7
1997,演员,15685
613,演员,20160
3452,上映时间,89
1983,类型,22
2709,语言,89
1440,导演,17341
3716,演员,11050
2823,演员,10599
3166,编剧,21765
1718,演员,920
3638,演员,20671
1071,演员,22280
1327,演员,19437
1695,演员,11067
2344,演员,10178
4024,导演,10605
1218,演员,15830
1446,演员,4019
2763,演员,10428
732,编剧,16862
142,编剧,6359
1750,语言,144
2814,语言,89
1085,编剧,5190
2539,演员,12404
3248,演员,6179
2718,上映地区,7
4034,导演,16129
3120,演员,14585
1966,类型,22
2788,类型,18
978,演员,13879
1371,演员,7363
1885,演员,20428
2665,演员,106
2692,语言,89
3667,演员,4739
3778,演员,11259
565,演员,14466
2,演员,10016
3370,类型,8
1801,编剧,12106
1891,导演,469
3588,类型,19
3992,类型,0
2198,编剧,7258
3982,演员,10473
2158,演员,21503
3440,上映时间,84
2572,演员,13063
1872,导演,18865
2587,演员,20101
3512,演员,11031
3132,编剧,14763
2728,编剧,8366
1733,语言,144
2797,语言,89
4085,演员,14135
2436,上映时间,85
2718,演员,6007
3329,演员,2107
3762,类型,5
3066,编剧,3397
4117,演员,21977
1549,类型,8
995,演员,19490
402,语言,89
2771,类型,18
2947,演员,19685
3237,语言,135
945,类型,23
2549,上映时间,75
3353,类型,8
3888,导演,14079
1579,上映时间,82
343,演员,12541
1244,演员,14466
3530,语言,158
3922,演员,5579
1676,演员,2829
2902,语言,89
4571,上映地区,8
50,演员,3012
1708,演员,5904
195,演员,621
3321,演员,2703
1355,上映地区,33
3754,演员,16965
2780,语言,89
3555,语言,124
1659,演员,15075
3809,上映时间,55
3745,类型,5
4328,类型,26
937,演员,19427
1076,演员,12610
3458,类型,8
2371,上映时间,93
385,语言,89
2754,类型,18
2956,演员,8738
980,上映时间,92
1236,语言,45
2071,上映时间,84
2698,演员,21877
1685,编剧,21910
1997,演员,3337
1480,编剧,10389
302,导演,15781
3371,导演,22752
1365,演员,9487
3240,演员,21054
2885,语言,89
959,语言,89
4023,上映时间,54
392,演员,15367
919,导演,8803
111,类型,22
206,演员,5981
59,演员,18668
3538,语言,124
2590,上映地区,7
1411,类型,18
3682,演员,8525
963,上映时间,92
1219,语言,45
1290,演员,3217
1664,编剧,14971
1478,上映地区,70
1648,演员,22328
2505,编剧,4680
3542,类型,17
1839,语言,124
2745,演员,5778
359,类型,27
3203,编剧,14763
2868,语言,89
3572,上映时间,91
481,编剧,6628
1732,编剧,5632
295,上映地区,42
2101,演员,4245
3430,上映地区,40
746,编剧,3600
98,演员,3138
2783,编剧,4458
4191,上映地区,59
1916,演员,20348
129,上映时间,94
1420,类型,4
1731,演员,10814
3424,类型,8
1236,演员,18953
1833,上映时间,89
1394,类型,18
1726,语言,124
3685,上映时间,81
2603,类型,16
4529,类型,16
542,上映时间,93
1176,导演,20462
552,演员,5674
1161,上映地区,61
1822,语言,124
1086,类型,19
1003,语言,45
2002,演员,9532
3720,类型,5
230,演员,13974
1806,编剧,13524
3850,编剧,1862
3555,上映时间,91
1264,类型,28
1388,演员,7981
824,演员,9341
2258,演员,12516
4122,编剧,3866
4131,演员,17000
4056,编剧,7584
795,类型,28
112,上映时间,94
189,演员,20102
1911,演员,12193
2104,演员,16031
511,演员,1797
2105,演员,22508
3183,演员,4002
443,演员,12249
4403,语言,45
4494,演员,2396
3445,演员,4793
4564,上映时间,85
4512,类型,16
990,编剧,16994
447,类型,27
2360,类型,15
2286,类型,7
2385,演员,11434
525,上映时间,93
4419,演员,14991
1918,演员,16444
99,演员,12035
1716,演员,8801
1788,上映地区,59
3208,类型,8
3518,上映地区,40
3605,演员,2671
4428,编剧,4840
16,演员,15039
1059,演员,6328
567,演员,2333
1785,导演,6308
2006,演员,7608
2624,演员,13493
2954,演员,15910
3657,演员,20212
1742,演员,18041
918,演员,6445
4508,语言,45
752,演员,8834
1171,编剧,10268
1630,编剧,19646
95,上映时间,94
319,演员,18348
346,演员,18395
1649,演员,22287
3613,类型,17
2055,演员,19755
3681,导演,18189
1765,编剧,14935
4386,语言,45
2911,演员,20666
4391,演员,7537
2432,演员,22689
3460,导演,22008
2343,类型,15
3348,演员,16574
130,类型,18
1127,编剧,16862
1881,演员,8394
394,演员,22709
483,演员,5081
924,演员,17990
2028,编剧,16343
970,演员,2614
1177,上映时间,46
3047,演员,875
1564,上映时间,48
2413,演员,18083
2549,演员,7741
3185,演员,5177
3690,编剧,5634
3792,语言,110
3656,上映时间,76
3007,导演,8771
935,演员,9804
1955,演员,9341
4491,语言,45
880,演员,20965
1082,上映时间,93
1036,语言,124
1503,语言,13
2789,演员,5154
2958,编剧,14055
3205,演员,21127
3297,演员,5106
3756,上映时间,81
3829,演员,9914
1391,编剧,3600
1633,导演,12886
3389,演员,4391
3965,编剧,1139
4180,导演,4564
1822,上映时间,91
4369,语言,45
1133,演员,13816
43,演员,18402
942,演员,9891
2813,演员,2794
3842,演员,11972
3429,编剧,19014
1873,导演,6308
3266,上映地区,29
812,演员,2546
4475,上映地区,27
1717,上映时间,70
729,演员,11212
2040,类型,22
837,演员,9281
1680,演员,17933
3476,编剧,4255
394,演员,17582
608,演员,7654
1205,编剧,6642
2439,类型,5
3844,类型,22
2192,导演,16735
4474,语言,45
3736,类型,27
55,上映地区,59
3854,上映地区,45
44,类型,5
1262,演员,3377
867,导演,17544
1720,演员,21937
570,导演,3328
30,演员,15189
1746,编剧,8585
1917,演员,4068
1649,演员,8650
721,编剧,10510
2237,演员,6064
4212,演员,16670
3732,上映地区,45
2404,演员,3500
3029,语言,154
2434,导演,12544
3836,演员,3211
3883,演员,2027
2775,上映地区,7
1894,编剧,16338
3263,上映地区,45
1520,编剧,6343
2845,类型,18
854,上映地区,29
1603,演员,11379
586,演员,13058
2184,演员,17724
258,演员,17724
732,类型,26
1429,上映地区,60
185,演员,5490
195,编剧,16338
1394,编剧,1420
4423,类型,17
2647,演员,19136
3176,演员,1524
3837,上映地区,45
4457,语言,45
2597,类型,22
3419,类型,18
4185,语言,144
2880,上映地区,7
968,演员,17387
3463,上映地区,28
1363,演员,17143
2021,演员,21397
22,演员,273
4092,上映时间,86
3187,编剧,157
2653,演员,14466
1428,导演,6195
1248,演员,8033
2006,类型,22
941,演员,9964
4010,上映时间,88
877,演员,11541
2016,上映地区,45
1865,演员,17802
3301,演员,7130
1642,上映地区,28
998,编剧,14387
3816,编剧,11980
3114,语言,45
3820,上映地区,45
680,演员,7129
4315,上映时间,92
2963,演员,12802
1713,演员,3824
74,演员,15720
183,演员,79
5,演员,273
1830,编剧,6147
2076,导演,12394
3688,语言,45
954,演员,8636
2567,演员,21094
3691,语言,154
3620,上映地区,14
1128,演员,2987
1320,语言,92
1293,语言,45
2585,类型,17
3035,编剧,19567
3219,语言,45
1167,演员,6002
1999,上映地区,45
3277,演员,4542
3615,类型,13
877,上映地区,40
3262,演员,7656
1008,上映地区,58
944,演员,14425
3097,语言,45
3927,演员,21228
1406,导演,5769
4500,导演,9676
1878,语言,144
1678,演员,18133
2698,类型,7
2846,上映地区,7
3920,类型,17
2146,上映时间,91
3122,演员,5525
3966,演员,12339
2579,演员,13097
2309,演员,3092
511,类型,7
3427,演员,16698
2732,导演,645
3671,语言,45
837,编剧,8299
4194,演员,13007
421,演员,14535
1989,编剧,14331
1730,上映地区,28
4033,类型,7
2946,上映时间,92
3202,语言,45
2117,编剧,10472
3750,上映时间,87
1824,上映时间,87
1877,导演,1279
1982,上映地区,45
3490,类型,18
2183,编剧,3900
2359,上映时间,86
2285,上映时间,78
3309,演员,6833
807,语言,45
3895,上映地区,33
4022,演员,14774
343,编剧,19882
752,上映地区,45
3943,语言,104
104,导演,9996
3353,编剧,15799
3410,演员,483
2685,演员,17322
3619,演员,21034
1208,演员,10737
480,演员,1803
2087,上映地区,45
4471,演员,15191
1713,上映地区,28
1103,演员,15634
3185,语言,45
1259,语言,45
2051,演员,15076
4585,演员,326
4099,演员,3009
1955,语言,45
2894,演员,6732
1881,语言,37
243,演员,1496
3210,演员,5525
126,演员,4904
735,上映地区,45
2085,编剧,13176
3229,演员,17486
3705,编剧,17612
787,演员,1885
634,类型,17
2610,演员,5154
1850,演员,20293
4325,编剧,17748
2803,演员,18970
1078,导演,6196
1364,语言,45
4025,演员,896
626,类型,27
634,编剧,1336
2070,上映地区,45
4478,上映地区,45
350,演员,14995
3634,演员,15805
1354,演员,5724
1975,演员,15134
3882,类型,5
1592,演员,4914
814,上映地区,59
1909,演员,22837
153,上映地区,45
3834,类型,13
1247,演员,19352
573,编剧,13185
4456,类型,5
1892,演员,14351
4356,演员,14112
2739,演员,5621
1801,上映地区,28
1096,语言,89
1539,类型,18
2564,编剧,21487
1691,上映时间,92
1347,语言,45
430,演员,15615
3737,编剧,2964
3954,编剧,4078
4254,导演,4564
245,演员,772
2339,类型,8
309,类型,18
1070,类型,18
1531,类型,28
117,语言,45
2525,编剧,3931
3159,演员,21764
2534,演员,3899
539,演员,9773
3810,编剧,19137
4159,演员,3284
4326,类型,15
1045,演员,13605
1388,演员,20760
1638,演员,18390
2113,类型,18
2281,演员,14795
3570,编剧,16266
539,类型,10
3035,类型,19
709,演员,15807
3817,类型,13
2402,演员,8904
822,类型,22
3297,编剧,21203
1826,上映时间,74
4386,编剧,22427
3609,导演,12780
714,类型,27
2965,上映时间,88
4439,类型,5
462,演员,14523
1921,演员,6145
2226,类型,8
2826,演员,2413
3448,类型,18
3887,上映时间,89
494,演员,3838
1947,演员,8394
4005,编剧,8531
3658,演员,10966
3970,类型,5
112,演员,13101
710,上映地区,45
731,演员,21491
2001,演员,6971
2218,类型,18
2386,演员,14795
2296,上映时间,84
982,演员,21255
837,演员,18893
4215,编剧,11040
123,类型,27
3083,编剧,14721
4527,演员,2687
1039,导演,18602
745,类型,19
1932,上映地区,28
1951,演员,18363
3180,演员,16433
926,演员,3894
3303,编剧,4084
581,语言,154
1627,类型,18
4521,演员,5195
4506,编剧,21180
1349,编剧,13832
3572,演员,18709
956,编剧,13932
2910,导演,8472
623,类型,19
1599,导演,19674
1555,编剧,15935
1550,上映地区,21
4249,演员,6574
4422,类型,5
3911,上映地区,45
1117,演员,4241
2027,类型,5
1110,演员,5093
1119,演员,3009
3953,类型,5
701,演员,20725
1110,类型,26
2579,上映时间,93
3609,演员,7110
736,类型,9
1566,演员,15035
2377,演员,5336
1389,编剧,11740
555,演员,5308
1662,上映时间,87
2704,演员,11027
3215,导演,13932
1034,演员,1014
1210,类型,4
1432,上映地区,12
1610,类型,18
1821,演员,12717
2132,类型,5
4402,导演,21485
380,类型,18
42,演员,12683
561,演员,15561
1171,编剧,5088
1328,演员,1700
649,导演,5578
3843,编剧,3883
3894,上映地区,45
216,演员,14538
2933,编剧,11942
3936,类型,5
32,演员,15998
3306,类型,23
677,语言,144
893,编剧,7380
4388,演员,1659
